Emissor,CNPJ,Emissão,Série,Quantidade,Valor,PM,Dono,Competência,% do PL Dono
TRUE SECURITIZADORA S.A. CRI_21K0906902,13.349.677/0001-81,1,473,8205.0,8756950.7,1067.2700426569165,RECR11,04/2022,0.3473880803456995
TRUE SECURITIZADORA S.A. CRI_21K0906902,13.349.677/0001-81,1,473,8205.0,8757004.11,1067.2765521023766,RECR11,04/2022,0.34739019911946073
TRUE SECURITIZADORA S.A. CRI_21K0906902,13.349.677/0001-81,1,473,742.0,792005.09,1067.3923045822103,RECR11,04/2022,0.03141882799901146
TRUE SECURITIZADORA S.A. CRI_21K0906902,13.349.677/0001-81,1,473,1205.0,1291869.86,1072.0911701244813,RECR11,04/2022,0.051248454638652664
TRUE SECURITIZADORA S.A. CRI_21K0906902,13.349.677/0001-81,1,473,8205.0,8756900.39,1067.2639110298599,RECR11,04/2022,0.3473860845488839
TRUE SECURITIZADORA S.A. CRI_21K0906902,13.349.677/0001-81,1,473,8205.0,8756955.34,1067.2706081657525,RECR11,04/2022,0.347388264414418
TRUE SECURITIZADORA S.A. CRI_21K0906902,13.349.677/0001-81,1,473,3630.0,3874442.98,1067.3396639118457,RECR11,04/2022,0.1536990849144636
TRUE SECURITIZADORA S.A. CRI_21K0906902,13.349.677/0001-81,1,473,454.0,484553.01,1067.2973788546255,RECR11,04/2022,0.01922220938958016
HABITASEC SECURITIZADORA S.A CRI_21K1073037,09.304.427/0001-58,1,288,20000.0,9445656.72,472.28283600000003,RECR11,04/2022,0.37470903605352684
RBCAPITALSEC CRI_21L0146951,02.773.542/0001-22,1,406,20000.0,21405292.22,1070.2646109999998,RECR11,04/2022,0.849147566120766
RBCAPITALSEC CRI_21L0146951,02.773.542/0001-22,1,406,15000.0,16053969.16,1070.2646106666666,RECR11,04/2022,0.6368606743922246
RBCAPITALSEC CRI_21L0146951,02.773.542/0001-22,1,406,25000.0,26774152.85,1070.966114,RECR11,04/2022,1.0621301729429449
TRUE SECURITIZADORA S.A. CRI_21L0866334,13.349.677/0001-81,1,486,12640.0,13286368.69,1051.136763449367,RECR11,04/2022,0.5270700123941896
TRUE SECURITIZADORA S.A. CRI_21L0866334,13.349.677/0001-81,1,486,48022.0,50474578.25,1051.0719722210654,RECR11,04/2022,2.0023256319721314
TRUE SECURITIZADORA S.A. CRI_21L0866334,13.349.677/0001-81,1,486,16415.0,17258919.23,1051.4114669509595,RECR11,04/2022,0.68466102248939
RBCAPITALSEC CRI_22A1171641,02.773.542/0001-22,1,432,19644.0,18351187.1,934.1878996131135,RECR11,04/2022,0.727991269693201
BARI SEC CRI_22C0899517,10.608.405/0001-60,1,103,7500.0,6723828.2,896.5104266666667,RECR11,04/2022,0.26673414650744587
RBCAPITALSEC CRI_22E0891023,02.773.542/0001-22,5,1,19308.0,19067182.98,987.5276041019267,RECR11,04/2022,0.756394813667547
RBCAPITALSEC CRI_22E0891023,02.773.542/0001-22,5,1,8281.0,8177716.09,987.5276041540876,RECR11,04/2022,0.3244098535483636
RBCAPITALSEC CRI_22E1102599,02.773.542/0001-22,11,1,15606.0,16354289.95,1047.948862616942,RECR11,04/2022,0.6487743948527045
BARI SEC CRI_22F0715946,10.608.405/0001-60,2,1,20000.0,19989069.27,999.4534635,RECR11,04/2022,0.7929660265876014
RBCAPITALSEC CRI_22F1025672,02.773.542/0001-22,9,1,7778000.0,7788028.25,1.0012893095911546,RECR11,04/2022,0.3089509437852126
RBCAPITALSEC CRI_22F1025672,02.773.542/0001-22,9,1,6506000.0,6514388.57,1.0012893590531817,RECR11,04/2022,0.2584256800667231
RBCAPITALSEC CRI_22F1025673,02.773.542/0001-22,9,2,2222000.0,2225053.13,1.0013740459045903,RECR11,04/2022,0.0882678185567369
RBCAPITALSEC CRI_22F1025725,02.773.542/0001-22,10,1,7778000.0,7788027.86,1.00128925944973,RECR11,04/2022,0.30895092831391946
RBCAPITALSEC CRI_22F1025725,02.773.542/0001-22,10,1,6506000.0,6514388.18,1.0012892991085152,RECR11,04/2022,0.25842566459543
RBCAPITALSEC CRI_22F1025727,02.773.542/0001-22,10,2,2222000.0,2224976.65,1.0013396264626462,RECR11,04/2022,0.08826478459648121
OPEA SEC CRI_22G1199875,02.773.542/0001-22,11,3,5076.0,5193683.81,1023.1843597320724,RECR11,04/2022,0.2060333454519093
OPEA SEC CRI_22H0087510,02.773.542/0001-22,28,1,21900.0,22049335.65,1006.8189794520547,RECR11,04/2022,0.8746967576683397
OPEA SEC CRI_22H0087510,02.773.542/0001-22,28,1,36500.0,36748892.75,1006.8189794520548,RECR11,04/2022,1.4578279294472327
TRUE SECURITIZADORA S.A. CRI_22I0144759,13.349.677/0001-81,39,1,19344675.0,20382875.85,1.053668559952545,RECR11,04/2022,0.8085883266941563
OPEA SEC CRI_22I0207529,02.773.542/0001-22,11,5,7317.0,7406084.39,1012.1749883832172,RECR11,04/2022,0.2937992375725435
PROVINCIA SEC. CRI_22I0867063,04.200.649/0001-07,20,1,16000.0,16034607.56,1002.1629725,RECR11,04/2022,0.6360926000605487
PROVINCIA SEC. CRI_22I0867063,04.200.649/0001-07,20,1,12000.0,12025955.67,1002.1629725,RECR11,04/2022,0.47706945004541146
BRAZILIAN SC CRI_11H0022430,03.767.538/0001-14,1,255,45.0,1121831.05,24929.57888888889,RECR11,04/2022,0.044503018034771
Reit Securitizadora de Recebiveis Imobiliários S/A,13.349.677/0001-81,20/05/2021,322413,279.0,7150636.55,25629.521684587813,REIT11,4/2022,95.49900885193667
CRI_19K0981679 - VIRGOSEC,08.769.451/0001-08,4,54,2535.0,2403978.09,948.3148284023669,RRCI11,04/2022,5.501372502655794
CRI_20J0668136 - VIRGOSEC,08.769.451/0001-08,4,130,1382.0,1437454.04,1040.125933429812,RRCI11,04/2022,3.28953502628948
CRI_21C0777936 - VIRGOSEC,08.769.451/0001-08,4,238,2258.0,1145958.55,507.51042958370243,RRCI11,04/2022,2.6224635250953163
CRI_21H0888186 - VIRGOSEC,08.769.451/0001-08,4,319,3047.0,3264335.66,1071.327751887102,RRCI11,04/2022,7.470253790608698
CRI_21K0637078 - VIRGOSEC,08.769.451/0001-08,4,390,2000.0,1976907.19,988.453595,RRCI11,04/2022,4.524044083683198
CRI_20J0837185 - VERT SECURITIZADORA,25.005.683/0001-90,27,1,3814.0,2190383.52,574.3008704771893,RRCI11,04/2022,5.012573000279886
CRI_21L0329277 - VERT SECURITIZADORA,25.005.683/0001-90,60,1,758.0,777835.19,1026.167796833773,RRCI11,04/2022,1.7800333304468867
CRI_21L0329277 - VERT SECURITIZADORA,25.005.683/0001-90,60,1,1000.0,1026167.8,1026.1678,RRCI11,04/2022,2.3483289392337148
CRI_21L0329277 - VERT SECURITIZADORA,25.005.683/0001-90,60,1,483.0,495639.05,1026.1678053830228,RRCI11,04/2022,1.134242883599842
CRI_22D0847835 - VERT SECURITIZADORA,25.005.683/0001-90,73,2,1500.0,1504100.12,1002.7334133333334,RRCI11,04/2022,3.442050938745986
CRI_21D0524613 - TRUE SEC,12.130.744/0001-00,1,347,3500.0,1193479.9,340.9942571428571,RRCI11,04/2022,2.731213537945509
CRI_21D0524613 - TRUE SEC,12.130.744/0001-00,1,347,500.0,170497.12,340.99424,RRCI11,04/2022,0.3901733429483982
CRI_21H0748781_DU2 - TRUE SEC,12.130.744/0001-00,1,431,1500.0,1507720.47,1005.14698,RRCI11,04/2022,3.4503359119006247
CRI_22H1814286 - TRUE SEC,12.130.744/0001-00,45,1,3000.0,3004306.63,1001.4355433333333,RRCI11,04/2022,6.875191563758594
CRI_19G0228153 - HABITASEC ,09.304.427/0001-58,1,148,1478.0,1308893.13,885.5839851150203,RRCI11,04/2022,2.995330408480169
CRI_20G0926014 - HABITASEC ,09.304.427/0001-58,1,193,2416.0,2821605.52,1167.8830794701987,RRCI11,04/2022,6.457090056536166
CRI_20I0718026 - HABITASEC ,09.304.427/0001-58,1,190,1494.0,592602.47,396.6549330655957,RRCI11,04/2022,1.3561383720697329
CRI_18J0698011 - CIBRASEC,02.105.040/0001-23,2,303,106.0,894441.79,8438.130094339624,RRCI11,04/2022,2.0468811630193473
CRI_18J0698011 - CIBRASEC,02.105.040/0001-23,2,303,210.0,1772007.32,8438.130095238095,RRCI11,04/2022,4.055141927168225
CRI_18J0698011 - CIBRASEC,02.105.040/0001-23,2,303,180.0,1518863.42,8438.130111111112,RRCI11,04/2022,3.4758359441111795
CRI_20E0031084 - BARI SEC,10.608.405/0001-60,1,79,478.0,495368.86,1036.3365271966527,RRCI11,04/2022,1.1336245685483548
CRI_22F0715946 - BARI SEC,10.608.405/0001-60,2,1,2000.0,1998906.92,999.45346,RRCI11,04/2022,4.574389263695988
CRI_19L0899539 - TRAVESSIA SEC,26.609.050/0001-64,1,30,2855.0,3127798.67,1095.5511978984239,RRCI11,04/2022,7.157796349542174
CRI_19H0182182 - RBCAPITALSEC,03.559.006/0001-91,4,116,30.0,1040881.56,34696.052,RRCI11,04/2022,2.3820005750158346
CRI_20I0905816_DU - OURINVESTSEC,12.130.744/0001-00,1,29,2948.0,2587720.63,877.7885447761194,RRCI11,04/2022,5.92185726552821
CRI_22E1273339 - CANAL COMPANHIA DE SEC,41.811.375/0001-19,2,1,2000.0,2027944.6,1013.9723,RRCI11,04/2022,4.640840407721564
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,21/09/2022,1,7422.0,7651287.4,1030.8929399083806,RZAK11,4/2022,1.4662128090385633
PLANETA SECURITIZADORA SA NOVO,07.587.384/0001-30,23/04/2021,180,45000.0,27337426.73,607.4983717777778,RZAK11,4/2022,5.238658952698497
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,29/06/2022,1,96083.0,45149947.28,469.9056782157094,RZAK11,4/2022,8.652064361005683
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,05/02/2021,325,25000000.0,27531537.0,1.10126148,RZAK11,4/2022,5.275856217597987
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,24/08/2021,414,428957.0,20994699.37,48.943598938821374,RZAK11,4/2022,4.023204923423456
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,27/12/2021,484,15718.0,13961770.19,888.2663309581371,RZAK11,4/2022,2.675487825673726
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,05/04/2022,506,35321.0,35544660.79,1006.3322326661192,RZAK11,4/2022,6.811407573479565
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,23/12/2020,155,17773.0,17882624.05,1006.1680104653126,RZAK11,4/2022,3.42683931090225
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,15/02/2021,174,12500.0,9771573.64,781.7258912000001,RZAK11,4/2022,1.8725223202871164
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,05/05/2021,209,20000.0,15922282.13,796.1141065,RZAK11,4/2022,3.051179858716563
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,18/06/2021,256,27985.0,32084235.77,1146.4797487939968,RZAK11,4/2022,6.148287862535035
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,02/07/2021,299,25000.0,22199835.03,887.9934012,RZAK11,4/2022,4.254144535144373
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,18/06/2021,304,26265.0,30124739.11,1146.95370683419,RZAK11,4/2022,5.772790387148046
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/02/2022,460,4233.0,4010901.91,947.5317528939287,RZAK11,4/2022,0.7686073530892642
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/02/2022,461,12645.0,11981539.0,947.5317516805061,RZAK11,4/2022,2.2960170015042305
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/02/2022,462,16000.0,15160508.03,947.5317518749999,RZAK11,4/2022,2.905201425987213
VERT COMPANHIA SECURITIZADORA,25..00.5.6/83/0-00,16/07/2021,21G0185485,10000.0,10058602.56,1005.860256,SADI11,04/2022,3.2067354449251795
TRUE SECURITIZADORA S.A. (TRUE),12.130.744/0001-00,20/12/2019,19L0917227,33396.0,30697807.91,919.206129776021,SADI11,04/2022,9.786622755925007
TRUE SECURITIZADORA S.A. (TRUE),12.130.744/0001-00,20/12/2019,19L0909950,32500.0,29651482.4,912.3533046153846,SADI11,04/2022,9.453048675446931
GAIA SECURITIZADORA S.A. (GAIA),07..58.7.3/84/0-00,24/03/2021,21C0818332,9958.0,9389836.54,942.9440188792929,SADI11,04/2022,2.993529317344019
TRUE SECURITIZADORA S.A. (TRUE),12.130.744/0001-00,23/12/2019,19L0867734,300.0,28281925.97,94273.08656666667,SADI11,04/2022,9.016426876175226
VIRGO COMPANHIA DE SECURITIZAÇÃO,08.769.451/0001-08,12/05/2021,21D0456641,5000.0,4734571.44,946.914288,SADI11,04/2022,1.5094062980035319
TRUE SECURITIZADORA S.A. (APCS),12.130.744/0001-00,25/10/2019,19J0279700,16036.0,15988681.48,997.0492317286106,SADI11,04/2022,5.097275820741324
TRUE SECURITIZADORA S.A. (APCS),12.130.744/0001-00,25/10/2019,19J0279705,30000.0,29911476.96,997.0492320000001,SADI11,04/2022,9.535936309794394
TRUE SECURITIZADORA S.A. (APCS),12.130.744/0001-00,25/10/2019,19J0279742,30000.0,29911476.96,997.0492320000001,SADI11,04/2022,9.535936309794394
TRUE SECURITIZADORA S.A. (APCS),12.130.744/0001-00,25/10/2019,19J0279728,30000.0,29911476.96,997.0492320000001,SADI11,04/2022,9.535936309794394
TRUE SECURITIZADORA S.A. (APCS),12.130.744/0001-00,25/10/2019,19J0279754,30000.0,29911476.96,997.0492320000001,SADI11,04/2022,9.535936309794394
TRUE SECURITIZADORA S.A. (APCS),12.130.744/0001-00,29/10/2021,21J1022783,30000.0,30374465.91,1012.482197,SADI11,04/2022,9.683539624242648
VERT COMPANHIA SECURITIZADORA,25..00.5.6/83/0-00,28/06/2022,22F0930128,10000.0,10039764.87,1003.9764869999999,SADI11,04/2022,3.200729890190992
VERT COMPANHIA SECURITIZADORA,25..00.5.6/83/0-00,28/06/2022,22F0930128,10000.0,10039764.87,1003.9764869999999,SADI11,04/2022,3.200729890190992
TRAVESSIA SECURITIZADORA S.A.,26.609.050/0001-64,02/10/2020,41,3686.0,4328187.3,1174.2233586543678,SIGR11,4/2022,11.493734158443282
TRAVESSIA SECURITIZADORA S.A.,26.609.050/0001-64,30/06/2021,65,13546.0,13180961.68,973.0519474383582,SIGR11,4/2022,35.00275265410717
TRAVESSIA SECURITIZADORA S.A.,26.609.050/0001-64,18/02/2022,88,13807.0,8135404.59,589.2231904106612,SIGR11,4/2022,21.604004435953883
TRAVESSIA SECURITIZADORA S.A.,26.609.050/0001-64,18/02/2022,89,5327.0,5476642.34,1028.0912971653838,SIGR11,4/2022,14.543518284625701
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,17/08/2022,1,25062.0,24126484.92,962.6719703136223,SNCI11,4/2022,5.897850213208075
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,18/03/2022,99,10000.0,9937811.15,993.781115,SNCI11,4/2022,2.4293518846279194
CASA DE PEDRA SECURITIZADORA DE CREDITO S.A,31.468.139/0001-98,29/07/2022,2,2700.0,2751751.13,1019.1670851851851,SNCI11,4/2022,0.6726805020532622
FORTE SECURITIZADORA SA,12.979.898/0001-70,22/11/2019,336,500.0,395876.25,791.7525,SNCI11,4/2022,0.09677409839056295
FORTE SECURITIZADORA SA,12.979.898/0001-70,21/06/2021,575,4272.0,4318254.66,1010.8274016853933,SNCI11,4/2022,1.0556207939787925
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,31/10/2022,1,10000.0,10000325.48,1000.032548,SNCI11,4/2022,2.4446338519655413
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,13/07/2021,266,5000.0,5044311.47,1008.8622939999999,SNCI11,4/2022,1.233109322699771
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,22/06/2022,1,12000.0,12025275.58,1002.1062983333334,SNCI11,4/2022,2.9396438966787066
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,21/10/2022,1,13000.0,13025137.31,1001.9336392307692,SNCI11,4/2022,3.184065524487848
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,22/11/2022,1,9942.0,10005021.21,1006.3388865419433,SNCI11,4/2022,2.445781748655569
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,07/10/2019,219,10872.0,8285676.28,762.1115047829286,SNCI11,4/2022,2.0254785467758514
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,25/03/2022,484,15000.0,15069704.91,1004.6469940000001,SNCI11,4/2022,3.683871173572775
PLANETA SECURITIZADORA SA,07.587.384/0001-30,24/03/2021,160,12217.0,11278552.66,923.1851240075305,SNCI11,4/2022,2.7571034251789173
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,29/06/2022,1,4830.0,4851318.19,1004.4137039337475,SNCI11,4/2022,1.185931067708628
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,29/06/2022,2,7670.0,7766357.48,1012.5629048239896,SNCI11,4/2022,1.898528246909999
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/04/2021,379,19766.0,20194805.46,1021.6940938986138,SNCI11,4/2022,4.936729825455095
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,10/11/2021,441,22785.0,23370388.34,1025.69182971253,SNCI11,4/2022,5.71301829963486
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/09/2021,443,7706.0,5831930.98,756.8039164287569,SNCI11,4/2022,1.4256471876387944
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/09/2021,444,7705.0,5831174.18,756.8039169370538,SNCI11,4/2022,1.4254621837703831
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/12/2021,472,13757.0,14372545.85,1044.7441920476847,SNCI11,4/2022,3.513446856715393
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,11/05/2022,1,34200.0,30743874.07,898.94368625731,SNCI11,4/2022,7.51550691448971
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,06/06/2022,1,20000.0,19513553.24,975.6776619999999,SNCI11,4/2022,4.770194021988559
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,01/08/2022,1,8000.0,7976125.92,997.0157399999999,SNCI11,4/2022,1.949807280829803
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,16/08/2022,1,30000.0,31056051.34,1035.2017113333334,SNCI11,4/2022,7.591820342845862
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,28/09/2022,1,10000.0,9720705.0,972.0705,SNCI11,4/2022,2.3762791076646734
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,15/02/2021,175,14420.0,15755450.62,1092.6109999999999,SNCI11,4/2022,3.8515054350634466
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/06/2021,277,10500.0,11552017.2,1100.1921142857143,SNCI11,4/2022,2.823953316528272
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/06/2021,301,8190.0,8109781.98,990.20536996337,SNCI11,4/2022,1.9824802302702786
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/06/2021,302,2000.0,1606773.15,803.386575,SNCI11,4/2022,0.39278441914465634
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,06/08/2021,320,6000.0,5189101.28,864.8502133333334,SNCI11,4/2022,1.2685039777691036
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,16/11/2021,384,12682.0,13078718.15,1031.2819862797667,SNCI11,4/2022,3.1971636516980784
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,16/11/2021,407,4151.0,3942045.06,949.6615417971573,SNCI11,4/2022,0.9636543149443104
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,16/11/2021,408,5743.0,5783413.45,1007.0369928608742,SNCI11,4/2022,1.4137868140450585
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,15/02/2022,442,9500.0,9821171.51,1033.807527368421,SNCI11,4/2022,2.400838691432824
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/02/2022,443,13903.0,13024254.49,936.7945400273322,SNCI11,4/2022,3.183849714346317
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,25/02/2022,463,4087.0,3719665.38,910.1212087105456,SNCI11,4/2022,0.9092923949443561
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,87,26672.0,27244390.09,1021.4603363077384,URPR11,4/2022,2.355657775585914
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,92,56000.0,45410622.58,810.9039746428571,URPR11,4/2022,3.926382122022181
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,31,31634.0,13374571.11,422.7910194727192,URPR11,4/2022,1.1564183425035603
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,38,21912.0,18474652.86,843.1294660460021,URPR11,4/2022,1.5973915920725075
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,86,62666.0,61055438.29,974.2992737688699,URPR11,4/2022,5.27909479619569
HABITASEC SECURITIZADORA S/A,09.304.427/0001-58,1,341,10000.0,9681339.22,968.1339220000001,URPR11,4/2022,0.8370868988566104
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,69,16774.0,16417985.39,978.7758072016215,URPR11,4/2022,1.4195639842055072
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,68,16785.0,11626885.89,692.6950187667561,URPR11,4/2022,1.0053065626410083
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,78,18641.0,18532433.35,994.1759213561505,URPR11,4/2022,1.6023875218802965
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,67,35165.0,33987879.76,966.5258000853121,URPR11,4/2022,2.938726577025131
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,54,16981.0,13655977.35,804.1915876567929,URPR11,4/2022,1.1807498395627554
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,4,1,15500.0,14667603.15,946.2969774193549,URPR11,4/2022,1.2682190093214138
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,3,1,6306.0,6216424.98,985.7952711703141,URPR11,4/2022,0.5374967027013197
OPEA SECURITIZADORA S/A,02.773.542/0001-22,1,498,4500.0,1054074.28,234.2387288888889,URPR11,4/2022,0.09113943331175978
OPEA SECURITIZADORA S/A,02.773.542/0001-22,1,436,4500.0,3949141.08,877.5869066666667,URPR11,4/2022,0.34145836486911624
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,15,1,6279.0,4090049.34,651.3854658385093,URPR11,4/2022,0.3536418506148704
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,12,2,12500.0,12712342.38,1016.9873904000001,URPR11,4/2022,1.0991594260114834
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,5,1,4608.0,4624770.09,1003.6393424479166,URPR11,4/2022,0.39987592259605864
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,5,2,4901.0,4918836.42,1003.6393429912263,URPR11,4/2022,0.42530206113372315
HABITASEC SECURITIZADORA S/A,09.304.427/0001-58,1,342,7500.0,6455429.41,860.7239213333334,URPR11,4/2022,0.5581619714802906
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,84,4300.0,3945247.26,917.4993627906977,URPR11,4/2022,0.3411216897837342
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,85,4300.0,4342154.38,1009.8033441860465,URPR11,4/2022,0.3754398499746864
CANAL COMPANHIA DE SECURITIZACAO,41.811.375/0001-19,6,1,14976.0,13940970.25,930.8874365651709,URPR11,4/2022,1.205391453438274
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,56,19095.0,19170096.38,1003.9327771667976,URPR11,4/2022,1.6575223907417773
TRUE  SECURITIZADORA S/A,12.130.744/0001-00,1,481,4725.0,5066794.03,1072.3373608465608,URPR11,4/2022,0.43809506157536415
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,29,3366.0,4160447.28,1236.0211764705882,URPR11,4/2022,0.3597287350779988
CANAL COMPANHIA DE SECURITIZACAO,41.811.375/0001-19,10,2,23080.0,23408913.38,1014.2510129982669,URPR11,4/2022,2.024027281926726
CANAL COMPANHIA DE SECURITIZACAO,41.811.375/0001-19,10,1,34620.0,34650663.56,1000.8857180820336,URPR11,4/2022,2.9960334870658687
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,49,48408.0,54695011.57,1129.8754662452486,URPR11,4/2022,4.7291471332266495
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,20,1,4000.0,4020066.9,1005.016725,URPR11,4/2022,0.3475908919259114
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,20,2,4000.0,4020066.9,1005.016725,URPR11,4/2022,0.3475908919259114
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,46,5600.0,5026116.82,897.5208607142857,URPR11,4/2022,0.4345779490355311
TRAVESSIA SECURITIZADORA S.A.,31.908.224/0001-20,1,47,32979.0,28352019.32,859.6991819036357,URPR11,4/2022,2.451427781796236
OPEA SECURITIZADORA S/A,02.773.542/0001-22,1,361,100.0,82745.38,827.4538,URPR11,4/2022,0.007154492985414863
OPEA SECURITIZADORA S/A,02.773.542/0001-22,1,398,60000.0,49678313.04,827.9718839999999,URPR11,4/2022,4.295383526813505
OPEA SECURITIZADORA S/A,02.773.542/0001-22,1,399,20000.0,16570622.68,828.531134,URPR11,4/2022,1.432761608297846
VERT COMPANHIA  SECURITIZADORA,25.005.683/0001-09,65,1,8048.0,8185200.98,1017.0478354870776,URPR11,4/2022,0.7077248662779826
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,1 ª Emissão,Série nº 465,75000.0,71350089.99,951.3345331999999,VCJR11,04/2022,5.1360917003473405
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,6 ª Emissão,Série nº 1,10000.0,9820993.85,982.099385,VCJR11,04/2022,0.7069581132864283
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,6 ª Emissão,Série nº 1,20000.0,19641987.7,982.099385,VCJR11,04/2022,1.4139162265728566
RB CAPITAL SECURITIZADORA S.A.,03.559.006/0001-91,1 ª Emissão,Série nº 285,50000.0,51429731.66,1028.5946331999999,VCJR11,04/2022,3.7021371376972083
RB CAPITAL SECURITIZADORA S.A.,03.559.006/0001-91,1 ª Emissão,Série nº 283,50000.0,51429731.66,1028.5946331999999,VCJR11,04/2022,3.7021371376972083
RB CAPITAL SECURITIZADORA S.A.,03.559.006/0001-91,1 ª Emissão,Série nº 451,80000.0,77275859.27,965.9482408749999,VCJR11,04/2022,5.562654503862331
RB CAPITAL SECURITIZADORA S.A.,03.559.006/0001-91,1 ª Emissão,Série nº 451,40000.0,38637929.63,965.9482407500001,VCJR11,04/2022,2.781327251571244
RB CAPITAL SECURITIZADORA S.A.,03.559.006/0001-91,1 ª Emissão,Série nº 451,13697.0,13230593.06,965.9482412207053,VCJR11,04/2022,0.9523959845833844
GAIA SECURITIZADORA S.A.,07.587.384/0001-30,4 ª Emissão,Série nº 140,43233.0,15820651.84,365.93925566118475,VCJR11,04/2022,1.1388397494789044
VIRGO COMPANHIA DE SECURITIZAÇÃO,08.769.451/0001-08,4 ª Emissão,Série nº 230,82500.0,82624573.59,1001.5099829090909,VCJR11,04/2022,5.947678366205479
